source_id,RA_deg,RA_error,Dec_deg,Dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,distance_gspphot,phot_bp_rp_excess_factor,dx_pc,dy_pc,r_pc,l_deg,b_deg,vlos,R_ell_pc,theta_gal,rbin_ell,tbin_ell,tbin_ell_center_deg,rbin_circ,rbin_ell_id,rbin_circ_id
1432950932764814592,260.27701593180205,0.011261291,57.592684568936015,0.0116242105,1.2489422746137666,0.012205805,5.676567998558441,0.013897054,-1.4481641688433349,0.018063232,-3.3541539,4.684462,13.583414,13.867653,13.143975,0.72367764,1.0377935,773.7108,1.1891191,158.7516764439687,-427.9333132253607,456.4307344404024,85.96785768031324,34.62015627165842,22.5410601,631.60945535694,-1.3167270425854685,608.0132419757706,0,60.0,"(445.452, 499.118]",4,4
1432951108859484288,260.2929438297673,0.01470033,57.61563674383857,0.015391407,0.227190869309405,0.015663527,-7.1583341864305625,0.019539127,-5.466614391128863,0.021803176,-135.93411,4.4201417,14.522741,14.954117,13.915053,1.0390635,1.0845175,6711.7036,1.2241321,169.97405421365127,-397.48839551206936,432.305683137042,85.99514976758995,34.61040283506136,-110.03889600000001,592.7344147128002,-1.2799505459153775,608.0132419757706,0,60.0,"(393.448, 445.452]",4,3
1432951280658180352,260.4016109996157,0.013596264,57.62450828007034,0.01404786,1.610489505125709,0.014491179,-2.2170396290352024,0.017640205,-10.782511882949072,0.019567821,-10.875329,3.4080498,14.30775,14.73837,13.706324,1.0320463,1.1351429,619.0645,1.2202337,246.538082553277,-385.7207442235487,457.77889714731793,86.0021683393889,34.55182018253704,15.019884999999999,603.6676936544169,-1.1500954393224079,608.0132419757706,0,60.0,"(445.452, 499.118]",4,4
1432951692975045376,260.443909427094,0.012332833,57.66866418117063,0.013117211,1.4631434807470716,0.013287479,-3.0050354954831167,0.016083563,6.328647118083763,0.017842108,-20.918755,2.751891,14.050806,14.445104,13.501238,0.9438658,1.0052152,668.2662,1.2026664,276.3404414873475,-327.1501389862861,428.242049593648,86.0542677628831,34.52691412302323,4.976458999999998,542.9428369269569,-1.0368110561073811,520.9148553385241,1,180.0,"(393.448, 445.452]",3,3
1433053878836977664,259.7031675010635,0.01092878,57.6241663231135,0.010892286,1.7335593631671715,0.011414154,-4.22126180538636,0.01341961,-19.09893685252838,0.014742216,-45.067493,1.7520497,13.308352,13.670048,12.784323,0.885725,0.9676618,561.0287,1.2018082,-245.5668272494692,-386.1743331081069,457.6392489689469,86.02789339424095,34.92521496830139,-19.172279,603.8636117936018,-1.9895908197109928,608.0132419757706,0,60.0,"(445.452, 499.118]",4,4
1433054978348607744,259.671448687289,0.01741606,57.66194613135371,0.017386613,0.7247335706042944,0.018280972,6.234643357982268,0.021801738,4.640639392403207,0.023760082,-101.87394,4.229819,14.603546,15.067043,13.97801,1.0890331,1.0212119,1600.0234,1.222132,-267.9150687663316,-336.0612977212636,429.7856208601772,86.07519207472174,34.93977005949573,-75.97872600000001,549.7841005217936,-2.0798024410102562,520.9148553385241,0,60.0,"(393.448, 445.452]",3,3
1433058173804275840,259.5805437997345,0.012047819,57.6832057827814,0.012412484,1.033641038513948,0.011856819,-2.4585066107337834,0.014694969,-5.224335395903439,0.015053938,-18.182634,2.3990016,13.668808,14.144411,13.031332,1.1130791,0.91527504,954.2296,1.225166,-331.96426040941407,-307.8614281630632,452.7459874364103,86.10490333029752,34.986910588091504,7.712579999999999,551.0227806381805,-2.217364798495062,608.0132419757706,0,60.0,"(445.452, 499.118]",4,4
1433059410754863104,259.62655455247506,0.0110893715,57.76350554928976,0.012297112,0.5834767663707344,0.012752382,-2.3693513585565955,0.013390276,-4.114998170570109,0.017092714,-7.9433503,0.27098322,11.571247,12.089141,10.897686,1.1914549,0.9014896,1709.7039,1.2328771,-299.5462947840226,-201.3477842874005,360.9278500701797,86.20072639459369,34.95714020568003,17.9518637,415.2885443160623,-2.3764691079934166,433.4551407251487,0,60.0,"(322.697, 393.448]",2,2
1433106135702837504,259.4896978232284,0.015573128,57.76363220364612,0.018311447,1.887009955650322,0.016697029,7.760927848464027,0.021379322,18.017579036573963,0.023788732,-11.768671,2.8636706,11.2755995,11.442586,10.979102,0.4634838,0.99384993,519.687,1.1749443,-395.9719448779884,-201.1797835870732,444.1475953493369,86.20681492874974,35.02997103169896,14.126543,489.27738903879793,-2.5137549042620795,433.4551407251487,0,60.0,"(393.448, 445.452]",2,3
1433106861553546496,259.4506081726505,0.016733091,57.76572073189953,0.020911915,2.6842728550618067,0.018221589,6.35377851754934,0.021519247,40.78092571173912,0.025689512,16.089087,3.4562786,14.529344,15.145784,13.779076,1.3667088,1.0375915,370.4478,1.2511256,-423.5134840458151,-198.40945480182003,467.68577370215183,86.21109012312273,35.05063129048352,41.984301,509.6107170311706,-2.5517944589676906,520.9148553385241,0,60.0,"(445.452, 499.118]",3,4
